student_id,age,gender,grade_level,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_usage_purpose,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,last_exam_score,assignment_scores_avg,attendance_percentage,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score,passed,performance_category,ChatGPT_usage,Claude_usage,Copilot_usage,Gemini_usage
7015,21,Female,12,3.1,1,3,Coding,3,72,97,7,39,84.5,52.6,4,8.6,-15.8,5.6,4.2,3.5,9,49.4,1,Low,0,0,1,0
7016,22,Female,11,4.0,1,164,Coding,8,28,78,1,48,71.0,45.4,5,8.7,13.2,6.9,2.8,2.3,9,51.5,1,Medium,1,0,0,0
7017,17,Male,3,4.9,1,94,Exam Prep,1,94,66,10,55,60.5,40.6,4,4.8,23.0,7.6,5.0,0.0,6,48.3,1,Low,1,0,0,0
7018,23,Male,2,5.4,0,133,Notes,3,17,18,5,27,50.1,54.1,6,6.4,-13.3,7.6,2.8,0.0,4,45.0,1,Low,0,0,0,1
7019,16,Male,3,4.5,0,137,Doubt Solving,2,2,42,5,49,43.7,58.8,3,7.5,8.2,5.0,4.7,4.9,3,44.6,1,Low,1,0,0,1
7020,15,Male,1,1.3,0,11,Notes,10,34,38,2,80,91.8,58.5,8,7.3,28.9,9.0,5.7,1.0,5,76.6,1,High,0,0,1,0
7021,18,Female,2,5.2,1,117,,6,65,102,7,20,55.4,95.8,2,4.0,19.9,7.8,4.0,4.3,4,37.6,0,Low,0,0,1,0
7022,16,Female,10,3.9,1,65,Homework,8,3,26,1,54,61.4,58.8,9,7.0,13.8,7.7,5.6,1.1,5,62.3,1,Medium,0,0,1,0
7023,23,Male,3,3.9,1,130,Homework,6,40,21,1,65,79.9,79.6,7,9.3,11.7,6.9,3.2,2.3,10,57.0,1,Medium,0,0,1,0
7024,20,Female,10,5.6,0,63,Doubt Solving,4,78,48,10,37,85.0,99.1,8,1.5,2.2,5.7,1.4,4.9,9,54.3,1,Medium,0,0,0,1
7025,24,Male,10,1.9,0,34,Coding,3,80,57,1,74,73.8,57.6,6,1.7,6.2,6.4,3.4,0.7,3,62.8,1,Medium,0,0,0,0
7026,19,Male,3,1.8,0,151,Exam Prep,4,89,58,10,50,59.4,98.5,5,8.7,-2.5,6.1,3.3,2.8,3,46.8,1,Low,0,0,0,0
7027,14,Female,1,3.3,1,174,Coding,8,94,78,7,83,34.5,85.8,5,6.4,20.4,4.6,1.6,1.8,1,54.8,1,Medium,0,0,0,0
7028,21,Female,12,4.6,1,111,Notes,9,29,39,4,39,72.8,88.8,7,1.2,18.6,8.6,4.1,2.9,4,53.6,1,Medium,0,0,0,1
7029,15,Male,1,3.0,1,51,Coding,8,86,105,4,48,89.2,74.1,4,7.9,-7.9,6.5,0.9,2.6,4,52.4,1,Medium,1,0,0,1
7030,18,Male,10,4.0,1,33,Doubt Solving,9,93,14,9,62,33.2,86.7,1,2.0,-3.9,4.2,2.9,0.7,9,27.6,0,Low,0,1,0,0
7031,22,Female,10,3.0,0,83,,8,10,31,4,74,54.7,76.6,6,8.6,39.2,6.1,1.5,2.8,6,60.9,1,Medium,0,0,0,1
7032,21,Female,1,3.9,1,79,,5,32,57,8,92,47.3,69.1,5,5.3,-13.7,6.1,5.9,1.8,8,69.9,1,Medium,0,0,1,0
7033,15,Male,12,5.0,1,110,Coding,5,37,94,1,49,67.8,91.3,7,3.6,21.6,4.4,1.2,1.3,6,56.4,1,Medium,0,0,0,0
7034,22,Male,12,1.5,0,152,Homework,1,4,115,3,52,30.8,89.2,1,6.6,11.0,5.0,5.7,0.7,10,33.1,0,Low,0,0,0,0
7035,18,Male,2,4.3,0,156,Doubt Solving,8,58,55,1,37,91.8,63.8,7,2.6,-15.3,4.4,5.6,3.3,3,57.1,1,Medium,1,0,0,1
7036,23,Female,11,4.8,1,91,Doubt Solving,2,98,102,1,68,85.4,42.5,10,5.8,-16.4,4.8,2.1,3.6,2,73.1,1,Medium,0,0,1,0
7037,19,Female,10,3.0,0,40,Doubt Solving,6,50,80,3,72,37.3,95.6,2,5.4,28.1,4.6,0.1,4.1,1,40.9,1,Low,0,0,0,1
7038,16,Male,12,2.3,1,86,Coding,6,64,118,4,70,92.5,86.9,7,3.2,17.0,8.5,4.4,4.1,4,72.8,1,Medium,0,0,0,0
7039,16,Female,3,0.6,1,50,Homework,10,67,51,6,29,83.7,91.5,10,7.0,-17.3,7.9,0.9,5.0,4,60.0,1,Medium,1,0,0,1
7040,23,Female,10,4.9,1,125,Coding,4,57,116,3,84,97.0,41.4,2,4.2,-2.7,8.4,3.8,1.2,7,65.8,1,Medium,0,0,1,0
7041,21,Male,11,2.3,1,145,Notes,9,47,76,8,47,48.1,92.4,3,8.7,-4.5,4.7,1.2,2.8,10,30.7,0,Low,0,0,0,0
7042,24,Male,3,2.5,0,40,,3,57,101,8,37,89.9,68.1,7,1.8,13.7,7.3,0.1,2.9,7,52.1,1,Medium,0,1,0,0
7043,23,Female,10,2.3,0,98,Exam Prep,8,36,100,3,80,40.2,94.6,2,7.9,-5.5,8.5,0.2,2.7,8,53.4,1,Medium,1,0,0,0
7044,23,Female,12,3.2,1,106,Exam Prep,2,6,79,3,28,78.7,81.5,4,4.9,27.7,8.8,3.8,1.8,4,48.2,1,Low,1,0,0,0
7045,15,Female,2,4.4,1,23,,5,59,27,6,79,35.0,65.5,9,3.8,-5.7,4.3,5.0,0.9,8,57.7,1,Medium,0,0,0,0
7046,24,Female,1,4.7,1,46,Exam Prep,6,58,97,1,45,80.0,47.4,6,9.4,7.1,5.9,5.2,2.9,7,60.8,1,Medium,0,0,1,0
7047,15,Male,3,2.7,1,27,,2,9,95,1,62,40.6,73.5,8,2.8,5.3,5.8,3.7,0.7,1,63.6,1,Medium,0,0,0,0
7048,18,Male,1,4.1,1,35,Notes,7,32,119,5,52,81.5,82.5,9,4.8,-15.7,4.9,2.0,0.1,3,61.0,1,Medium,1,0,0,0
7049,19,Female,12,4.5,0,20,Notes,5,50,23,10,39,60.8,94.2,9,5.2,3.4,4.8,3.4,3.3,3,54.1,1,Medium,0,0,0,0
7050,15,Male,12,2.1,1,68,Notes,10,77,36,7,35,39.4,93.1,7,3.7,4.5,5.9,4.0,2.2,4,41.6,1,Low,0,0,0,0
7051,18,Female,3,1.0,1,153,Homework,4,35,61,1,51,70.0,55.5,10,1.8,-11.3,7.6,3.7,4.8,7,70.6,1,Medium,0,1,0,0
7052,20,Female,11,5.4,1,43,Doubt Solving,4,37,4,2,30,31.7,44.5,2,9.1,33.1,7.7,1.4,1.7,1,27.7,0,Low,0,0,0,0
7053,23,Female,3,4.2,1,160,,2,54,43,9,81,46.6,68.2,6,9.0,2.4,6.9,3.7,5.0,7,55.5,1,Medium,0,1,0,0
7054,23,Male,10,4.1,0,153,Notes,9,29,86,1,45,50.5,56.6,8,6.7,30.9,7.9,2.5,0.0,8,52.0,1,Medium,0,0,1,0
7055,21,Female,11,0.8,0,120,Exam Prep,1,25,49,3,20,99.4,59.0,4,3.9,14.9,7.5,2.7,0.3,9,43.0,1,Low,0,1,0,0
7056,20,Female,1,5.0,1,149,,1,94,84,8,31,85.6,80.0,9,6.7,-19.4,8.0,4.2,3.3,8,62.8,1,Medium,1,0,0,0
7057,21,Female,10,3.6,1,147,Exam Prep,4,41,0,2,76,51.8,84.8,8,9.7,21.0,8.9,3.9,3.2,7,73.5,1,Medium,0,0,1,0
7058,22,Female,11,5.2,1,1,,3,46,63,10,92,55.5,84.0,1,9.0,4.3,6.9,1.2,2.7,4,57.9,1,Medium,0,0,0,0
7059,18,Male,1,5.9,1,40,,9,18,76,7,69,60.7,89.0,8,2.5,23.9,7.8,0.0,1.0,5,67.3,1,Medium,1,0,0,0
7060,18,Male,10,5.8,1,53,Coding,7,76,115,2,91,85.2,42.6,9,8.3,21.4,8.2,5.1,0.5,10,83.3,1,High,0,1,0,0
7061,24,Male,2,5.2,0,145,Doubt Solving,2,86,107,3,38,77.7,97.9,1,8.2,24.3,8.6,4.2,0.3,3,45.5,1,Low,0,1,0,0
7062,23,Male,3,0.6,1,132,Notes,4,82,71,10,24,67.9,60.3,9,9.3,21.5,6.7,5.4,3.9,1,46.4,1,Low,1,0,0,1
7063,17,Female,3,5.4,0,45,Doubt Solving,5,79,0,9,50,61.3,62.0,1,1.4,-18.8,8.6,1.6,4.4,2,50.5,1,Medium,0,0,0,1
7064,22,Female,3,0.9,1,74,Notes,10,24,14,4,41,47.8,77.9,10,7.9,37.9,6.7,5.9,4.1,2,56.3,1,Medium,0,0,0,0
7065,18,Female,2,5.2,1,148,Exam Prep,4,89,73,7,95,61.7,53.5,7,5.9,7.8,7.5,2.6,0.7,8,76.1,1,High,0,0,0,1
7066,15,Female,11,2.0,0,149,Doubt Solving,4,84,0,6,85,84.3,80.7,2,5.8,33.5,5.7,5.5,3.9,6,65.7,1,Medium,0,0,1,0
7067,23,Male,12,3.9,1,2,Doubt Solving,4,17,77,7,23,61.3,55.7,4,4.1,-10.1,8.9,3.9,4.9,7,40.0,1,Low,1,0,0,0
7068,21,Other,10,0.7,1,8,Notes,8,8,108,7,49,66.7,82.1,8,8.1,1.4,5.1,1.7,3.1,9,64.5,1,Medium,0,0,0,1
7069,20,Male,11,4.7,0,1,Notes,7,87,51,2,42,53.7,89.1,8,4.8,38.4,5.3,2.0,1.9,3,45.3,1,Low,0,0,1,0
7070,21,Male,12,1.1,1,27,Doubt Solving,4,16,105,1,77,64.0,94.0,10,4.2,32.5,5.3,3.8,0.5,4,68.8,1,Medium,0,1,0,0
7071,16,Female,3,2.8,0,33,,1,93,100,10,40,83.2,64.5,7,9.6,27.9,6.1,4.1,1.5,8,53.2,1,Medium,0,0,0,1
7072,17,Female,3,5.0,1,58,Notes,6,3,40,6,73,94.5,88.4,4,5.2,-2.6,7.8,3.3,2.9,8,74.7,1,Medium,1,0,0,0
7073,18,Female,3,4.3,0,9,Doubt Solving,5,54,62,7,78,64.7,67.9,4,8.1,22.3,8.9,5.7,2.1,6,65.6,1,Medium,1,0,0,1
7074,19,Male,12,0.5,1,82,Coding,5,53,45,2,88,40.4,54.8,6,2.3,-5.5,7.1,3.9,2.6,9,60.3,1,Medium,1,0,0,1
7075,14,Female,10,2.7,1,92,Doubt Solving,6,27,20,2,26,84.2,83.9,10,7.7,20.3,7.1,1.0,3.4,4,66.1,1,Medium,0,0,0,1
7076,17,Male,10,0.7,1,1,Homework,8,39,64,9,95,83.1,57.7,5,7.0,38.0,6.6,0.3,2.2,10,77.7,1,High,1,0,0,1
7077,24,Male,12,4.2,1,47,Doubt Solving,6,8,110,5,94,77.3,50.2,9,5.6,1.0,8.5,5.0,1.0,3,79.9,1,High,0,0,1,0
7078,23,Female,1,5.8,0,133,,6,35,90,7,65,70.8,47.3,5,2.2,9.3,5.7,1.8,0.4,10,60.8,1,Medium,0,0,0,0
7079,18,Female,3,4.1,0,43,Coding,7,7,114,1,97,52.4,63.9,6,2.1,4.0,4.9,5.9,2.1,6,76.3,1,High,1,0,0,0
7080,20,Female,11,1.7,0,35,Coding,8,61,51,4,82,82.4,84.8,8,7.1,-14.0,5.1,4.4,4.4,7,74.0,1,Medium,0,1,0,0
7081,18,Female,10,2.5,0,135,,4,85,30,2,58,98.9,88.8,10,8.7,37.1,8.3,1.8,3.4,1,73.8,1,Medium,1,0,0,0
7082,14,Female,12,5.9,1,82,Exam Prep,7,88,70,5,86,62.8,90.1,4,6.1,3.2,4.8,5.7,1.2,4,57.4,1,Medium,0,1,0,0
7083,24,Female,1,1.7,1,9,,8,48,81,1,86,41.4,65.7,10,5.1,37.6,6.5,0.4,2.5,1,66.0,1,Medium,1,0,0,1
7084,20,Female,2,3.6,1,160,Exam Prep,6,69,35,10,60,45.7,42.3,10,5.7,23.2,5.6,3.0,1.1,10,59.0,1,Medium,0,0,1,0
7085,21,Female,12,2.7,1,101,Homework,9,89,23,7,51,48.0,50.7,2,2.4,-6.7,4.9,1.0,0.7,6,32.9,0,Low,0,1,0,0
7086,20,Other,1,4.7,0,92,Notes,6,41,116,2,55,74.5,51.7,2,1.5,16.4,6.9,5.5,3.9,10,49.0,1,Low,1,0,0,1
7087,24,Other,2,5.3,0,18,Notes,4,1,37,3,22,83.7,70.2,10,8.5,-14.5,8.3,0.2,2.1,4,59.7,1,Medium,0,1,0,0
7088,17,Male,1,2.4,1,17,Coding,6,30,98,5,89,54.5,95.0,5,8.6,-8.3,5.6,4.4,0.3,8,64.6,1,Medium,0,0,0,1
7089,21,Female,10,4.1,1,114,Coding,2,75,67,9,89,81.2,47.8,2,7.8,-13.6,4.6,5.2,4.1,10,51.2,1,Medium,1,0,0,0
7090,18,Female,12,3.5,0,178,Exam Prep,8,18,1,10,75,36.2,42.0,2,7.9,-16.1,7.1,1.7,4.7,10,43.6,1,Low,0,0,0,0
7091,23,Male,2,2.0,0,22,Coding,6,100,98,4,87,92.8,40.0,4,2.9,17.1,7.7,4.4,1.7,2,69.0,1,Medium,0,0,0,0
7092,22,Female,1,2.0,1,128,Doubt Solving,4,100,81,8,87,34.7,94.0,7,2.0,-3.8,6.8,0.5,2.5,7,65.9,1,Medium,0,0,1,0
7093,23,Male,2,3.5,0,58,Doubt Solving,7,64,65,8,32,86.2,89.3,1,2.4,25.4,4.6,1.0,3.8,4,48.5,1,Low,1,0,0,1
7094,18,Female,11,1.3,1,106,Homework,8,73,90,10,68,79.7,97.8,5,6.7,0.1,4.0,5.8,0.2,4,58.2,1,Medium,0,0,1,0
7095,14,Female,12,5.0,0,130,Doubt Solving,3,59,56,4,86,75.2,82.0,3,4.6,32.2,4.4,1.4,4.6,10,69.9,1,Medium,1,0,0,0
7096,22,Male,10,0.9,0,9,Homework,10,61,62,4,66,34.3,76.6,3,1.1,6.5,8.6,1.7,5.0,6,46.0,1,Low,0,0,0,0
7097,18,Male,2,1.0,1,122,Exam Prep,3,59,103,2,99,66.4,47.4,8,9.6,1.1,6.9,5.4,2.5,2,77.2,1,High,0,1,0,0
7098,19,Female,3,2.4,1,48,Doubt Solving,10,97,70,8,43,38.6,74.5,4,3.1,-17.6,5.9,1.8,2.7,6,30.9,0,Low,0,1,0,0
7099,17,Male,1,1.1,1,55,Homework,3,15,40,1,59,60.8,87.4,6,1.0,23.8,4.9,3.1,2.6,3,60.8,1,Medium,0,0,1,0
7100,19,Male,3,3.1,1,89,Notes,3,6,94,5,43,41.9,92.2,10,4.5,38.6,7.5,1.8,4.1,1,58.4,1,Medium,0,1,0,0
7101,21,Male,2,2.7,0,143,Homework,2,76,119,8,76,40.8,92.2,1,2.9,-4.4,7.8,4.3,2.6,1,40.8,1,Low,0,1,0,0
7102,16,Female,3,4.5,1,38,,5,67,104,6,43,70.1,58.2,2,4.3,19.3,8.0,5.8,3.3,7,39.2,0,Low,0,1,0,0
7103,18,Female,1,5.7,0,108,Doubt Solving,6,94,97,10,88,49.9,51.4,8,9.4,20.5,4.1,0.7,3.3,6,65.1,1,Medium,0,0,0,1
7104,15,Female,2,4.6,1,95,Homework,1,73,6,4,82,84.0,48.9,6,6.6,6.4,7.8,4.8,2.7,9,71.1,1,Medium,1,0,0,1
7105,15,Male,10,1.5,1,43,,6,11,56,9,38,47.7,78.6,8,6.8,0.6,4.8,3.4,4.6,6,47.9,1,Low,1,0,0,1
7106,20,Female,10,5.6,0,7,Exam Prep,7,97,44,3,81,53.5,44.2,7,9.0,-16.9,8.0,3.3,4.3,2,57.4,1,Medium,0,0,0,0
7107,23,Female,12,2.7,0,135,Coding,2,91,92,9,90,71.4,92.2,6,2.0,37.0,4.8,3.7,0.4,10,73.9,1,Medium,1,0,0,0
7108,23,Male,10,3.1,1,44,Notes,1,4,7,1,49,30.6,88.5,3,1.9,10.6,5.2,4.9,2.0,6,46.5,1,Low,0,1,0,0
7109,24,Female,2,2.8,1,138,Exam Prep,7,91,96,4,84,88.9,40.4,5,8.7,-1.6,7.9,4.2,2.9,3,68.7,1,Medium,0,0,1,0
7110,23,Female,2,2.0,1,96,Notes,6,46,2,10,21,36.4,75.3,7,2.4,32.9,7.1,3.0,3.9,3,40.6,1,Low,0,1,0,0
7111,19,Female,10,5.4,0,152,Notes,3,10,103,3,91,31.9,78.0,4,7.6,-11.7,4.2,0.2,1.8,1,58.3,1,Medium,1,0,0,0
7112,17,Male,11,2.3,1,16,,2,33,31,2,87,84.1,94.4,6,2.9,22.0,4.8,2.4,3.1,1,67.0,1,Medium,0,1,0,0
7113,18,Male,2,3.7,0,82,Homework,2,78,82,4,25,86.0,72.1,1,5.3,-13.0,5.2,5.4,2.2,10,29.1,0,Low,0,0,0,1
7114,14,Male,12,1.8,0,78,Coding,2,50,67,4,83,74.6,43.1,2,4.5,23.8,8.2,3.5,0.6,10,61.4,1,Medium,1,0,0,0
7115,20,Male,11,4.9,1,55,Homework,8,4,9,9,29,88.2,81.0,8,1.9,16.2,7.1,2.3,5.0,2,69.3,1,Medium,1,0,0,1
7116,21,Female,10,4.8,1,43,Homework,1,47,17,10,43,94.2,61.0,6,7.0,14.2,4.9,0.4,3.4,1,62.6,1,Medium,1,0,0,1
7117,22,Male,1,2.1,0,52,Doubt Solving,3,84,82,6,22,45.7,70.6,10,8.7,13.8,5.3,5.8,1.5,1,37.5,0,Low,0,0,0,1
7118,21,Female,2,4.2,1,162,Homework,8,30,52,6,66,61.4,54.4,6,1.9,6.2,6.3,1.4,3.3,3,65.4,1,Medium,1,0,0,1
7119,18,Male,1,4.4,1,38,Coding,6,39,75,6,99,58.3,91.6,8,4.2,33.7,4.4,4.0,1.4,9,71.5,1,Medium,0,0,0,0
7120,16,Male,3,3.6,0,129,Exam Prep,7,6,10,6,66,41.8,75.3,8,1.3,-17.8,6.1,3.6,3.6,6,68.0,1,Medium,0,0,0,1
7121,23,Female,12,3.8,1,97,,2,98,31,8,75,48.6,84.7,1,3.1,32.6,8.0,1.0,1.2,1,51.7,1,Medium,1,0,0,1
7122,24,Male,11,3.7,1,24,Homework,9,84,5,4,72,58.6,49.0,9,3.3,5.5,6.0,1.3,4.8,1,64.1,1,Medium,1,0,0,1
7123,22,Female,1,1.0,1,165,Coding,7,39,37,1,99,37.1,73.9,4,8.4,-0.3,7.9,5.6,2.7,4,65.4,1,Medium,0,0,0,0
7124,19,Male,12,4.2,1,79,Homework,3,68,54,3,92,83.0,58.1,2,7.8,15.8,7.1,6.0,4.0,6,67.8,1,Medium,0,1,0,0
7125,18,Male,1,3.1,1,31,,9,13,27,8,99,72.6,41.5,3,8.5,-7.0,6.0,2.2,3.5,4,73.7,1,Medium,1,0,0,0
7126,16,Female,1,2.9,1,78,Notes,3,97,25,1,69,94.6,83.7,7,1.7,6.7,8.5,3.0,4.3,3,78.6,1,High,1,0,0,1
7127,19,Female,12,5.2,0,77,,10,9,71,5,35,32.2,98.7,9,2.2,17.6,6.2,3.1,4.2,7,41.2,1,Low,1,0,0,0
7128,16,Male,2,0.6,0,168,Homework,8,81,117,2,23,75.5,83.7,7,3.7,2.4,7.7,0.8,0.3,6,53.0,1,Medium,1,0,0,0
7129,23,Male,1,1.9,1,78,Doubt Solving,7,80,73,10,30,85.0,45.0,1,7.7,-0.9,8.0,5.8,1.5,10,28.8,0,Low,1,0,0,1
7130,19,Female,12,1.2,1,70,Notes,3,48,85,4,43,65.7,77.8,6,1.2,15.4,8.6,1.8,2.8,1,43.2,1,Low,1,0,0,0
7131,17,Other,1,0.7,1,6,Coding,5,95,97,3,50,97.6,89.7,6,2.3,17.5,5.4,2.6,4.2,6,58.9,1,Medium,0,0,0,0
7132,15,Female,2,2.0,0,17,,7,16,108,1,69,32.7,49.7,5,5.5,-1.2,5.0,5.3,4.4,8,56.3,1,Medium,0,0,0,1
7133,21,Male,12,5.9,1,16,Homework,3,85,114,5,51,66.7,98.9,1,1.2,18.9,6.2,4.2,2.0,9,32.6,0,Low,0,0,0,0
7134,17,Other,1,2.0,0,116,Notes,2,88,85,9,98,51.9,77.4,5,1.9,30.6,8.4,1.8,3.8,7,73.2,1,Medium,0,0,1,0
7135,22,Male,10,4.2,1,103,Notes,9,50,21,3,78,98.1,98.9,5,3.9,-13.2,5.6,0.4,3.2,7,72.6,1,Medium,0,0,0,1
7136,20,Male,2,1.2,0,76,Exam Prep,2,79,5,1,31,97.0,77.8,8,3.2,36.3,5.4,0.8,4.6,9,62.2,1,Medium,1,0,0,1
7137,15,Female,1,3.8,1,58,Notes,3,61,94,1,36,36.8,80.1,5,4.2,-16.0,4.2,2.3,4.3,4,29.8,0,Low,0,0,0,1
7138,17,Male,11,5.9,0,10,,1,29,35,1,21,57.5,85.6,5,7.8,11.5,7.5,2.7,1.2,9,35.8,0,Low,0,0,0,0
7139,18,Male,12,2.1,1,124,Coding,1,54,10,4,58,45.4,88.2,9,3.0,34.2,7.5,2.9,1.7,8,55.4,1,Medium,0,0,1,0
7140,16,Male,1,5.2,1,50,Homework,1,33,81,5,69,88.1,92.7,6,6.6,-4.7,8.2,0.4,1.4,9,61.7,1,Medium,0,0,0,1
7141,22,Male,2,6.0,1,6,,10,68,119,8,89,93.8,85.1,9,8.9,21.8,6.5,0.2,2.6,7,86.0,1,High,1,0,0,0
7142,18,Female,2,3.7,0,154,Notes,3,32,33,10,70,92.0,67.6,10,3.7,-17.5,8.5,3.7,0.3,10,75.5,1,High,1,0,0,1
7143,15,Female,11,2.2,0,36,Coding,6,4,2,7,50,55.0,55.2,9,1.4,8.8,4.4,1.0,1.8,6,62.8,1,Medium,1,0,0,0
7144,24,Male,11,4.2,0,4,Exam Prep,10,41,112,10,44,51.2,63.8,4,6.7,17.6,6.8,3.9,4.6,1,42.0,1,Low,1,0,0,0
7145,16,Female,3,5.1,1,61,Homework,3,2,104,4,76,77.3,95.2,3,7.5,12.4,6.4,0.9,3.8,8,64.7,1,Medium,1,0,0,1
7146,22,Female,3,1.4,1,73,Doubt Solving,4,62,114,2,47,95.2,91.8,7,5.3,-9.3,8.5,3.3,1.7,9,53.9,1,Medium,1,0,0,1
7147,20,Female,1,3.0,0,89,Notes,2,37,49,2,64,34.3,61.7,4,4.9,-18.7,8.5,1.6,2.2,10,49.0,1,Low,0,1,0,0
7148,15,Male,10,2.3,1,78,Notes,7,12,101,2,45,34.0,65.4,6,7.7,6.9,8.9,1.2,3.6,2,58.0,1,Medium,0,0,1,0
7149,22,Other,2,2.1,1,54,Exam Prep,4,7,119,1,87,58.2,57.7,6,4.7,-9.2,5.8,1.3,4.7,8,61.4,1,Medium,1,0,0,0
7150,17,Female,10,5.2,1,143,Coding,1,60,35,6,48,59.3,77.3,8,1.0,1.9,5.9,2.6,3.9,10,55.6,1,Medium,0,0,0,0
7151,22,Male,10,2.8,0,91,Exam Prep,4,29,80,4,98,64.5,61.6,9,9.0,30.4,5.0,3.2,4.9,1,79.6,1,High,1,0,0,0
7152,15,Male,1,2.4,1,73,Coding,4,49,93,3,74,65.0,88.2,7,3.3,12.9,7.7,4.9,5.0,8,72.1,1,Medium,1,0,0,1
7153,23,Male,12,3.8,1,55,Homework,3,68,54,1,99,62.5,68.6,6,6.5,-15.1,8.2,4.4,1.0,2,64.5,1,Medium,1,0,0,1
7154,17,Female,12,1.7,1,178,Notes,8,37,29,7,59,84.8,53.2,1,6.0,23.0,8.3,1.3,0.1,6,53.4,1,Medium,0,0,0,1
7155,18,Male,12,1.8,1,173,Doubt Solving,7,58,61,9,24,83.5,66.7,4,5.6,7.0,9.0,2.6,4.2,3,49.0,1,Low,1,0,0,0
7156,15,Female,11,3.4,1,60,Exam Prep,10,94,114,4,77,82.5,84.1,2,3.2,-17.6,6.8,0.2,4.5,4,58.4,1,Medium,1,0,0,0
7157,23,Male,2,2.8,0,103,,10,1,52,1,80,52.9,67.2,6,7.7,23.3,5.1,3.4,2.3,4,62.1,1,Medium,1,0,0,1
7158,14,Female,11,2.1,1,116,Doubt Solving,3,56,106,3,41,31.3,74.3,2,3.2,33.1,7.0,4.2,0.3,5,35.3,0,Low,0,0,0,0
7159,20,Male,2,0.8,1,77,Doubt Solving,4,6,49,9,56,87.6,94.8,5,9.5,24.8,5.8,4.5,0.9,1,72.1,1,Medium,0,0,0,0
7160,23,Female,3,3.4,1,32,Notes,8,79,94,1,93,94.9,82.8,7,6.0,38.7,5.7,0.7,0.6,3,80.5,1,High,1,0,0,0
7161,14,Female,2,5.0,1,54,Notes,10,9,31,1,50,70.2,99.8,6,7.9,-10.6,7.5,3.0,0.9,6,63.2,1,Medium,0,0,1,0
7162,24,Male,2,5.2,0,17,,3,28,119,5,33,38.4,44.6,4,7.7,13.9,5.0,5.3,0.4,9,31.1,0,Low,0,1,0,0
7163,24,Male,1,1.8,1,139,Doubt Solving,5,93,111,5,53,41.1,85.0,5,9.7,-14.5,6.7,1.1,0.6,8,44.2,1,Low,1,0,0,1
7164,21,Male,12,3.8,1,73,Homework,5,83,82,8,72,90.0,84.0,6,5.8,38.5,4.7,0.4,3.5,6,64.1,1,Medium,1,0,0,1
7165,16,Female,11,5.2,1,20,,5,33,8,1,40,76.4,46.5,8,1.5,-7.1,8.5,1.6,0.2,3,55.1,1,Medium,1,0,0,0
7166,23,Female,3,2.7,0,96,Doubt Solving,5,71,112,8,56,47.2,98.0,10,1.8,36.5,4.4,0.6,4.3,1,57.3,1,Medium,0,0,0,0
7167,19,Male,11,5.6,1,153,Coding,9,97,15,2,43,43.1,90.7,4,4.2,7.5,8.7,0.4,4.2,6,35.7,0,Low,0,1,0,0
7168,20,Male,1,5.5,1,148,,10,97,37,1,83,50.4,70.7,6,4.2,27.6,9.0,1.3,3.1,4,64.5,1,Medium,0,1,0,0
7169,23,Male,2,1.6,1,149,Coding,5,44,18,8,36,51.6,53.2,9,3.0,37.3,5.2,2.2,4.6,7,52.3,1,Medium,0,0,0,0
7170,14,Female,3,1.9,1,45,Coding,9,99,93,10,65,87.2,51.2,9,9.3,-6.0,4.5,4.5,0.4,2,63.7,1,Medium,1,0,0,1
7171,19,Female,12,1.5,0,40,Coding,9,70,35,2,50,92.8,47.7,9,5.3,28.9,4.2,0.4,1.3,8,66.2,1,Medium,1,0,0,1
7172,20,Female,10,1.6,0,4,Exam Prep,10,57,10,5,69,47.6,51.6,4,9.1,33.4,4.7,5.8,2.4,8,47.0,1,Low,1,0,0,1
7173,19,Male,10,5.5,1,43,Homework,4,77,115,10,69,43.4,95.5,7,1.5,13.1,8.6,0.1,0.7,3,54.8,1,Medium,0,0,1,0
7174,17,Male,1,5.6,1,143,Exam Prep,9,83,78,6,62,68.7,78.1,6,4.1,20.5,7.7,4.8,3.1,6,58.3,1,Medium,1,0,0,0
7175,14,Other,12,0.8,0,162,Exam Prep,2,100,87,3,36,69.7,47.5,4,4.2,6.6,4.5,0.0,4.2,10,42.0,1,Low,0,0,1,0
7176,24,Male,10,3.8,1,4,Coding,3,32,104,9,97,45.9,95.3,10,1.3,5.5,8.8,1.5,4.2,9,73.7,1,Medium,1,0,0,1
7177,22,Female,10,3.6,1,61,Homework,1,94,62,9,89,87.3,43.2,8,6.8,-10.4,7.3,5.6,1.5,1,79.9,1,High,0,1,0,0
7178,17,Male,3,2.6,1,89,Homework,7,96,84,8,38,94.4,64.5,7,2.3,21.3,8.6,2.6,0.8,3,50.0,1,Low,1,0,0,0
7179,20,Male,3,4.0,0,25,Doubt Solving,10,89,42,7,69,35.7,84.6,9,4.1,-10.0,7.6,2.0,3.9,7,59.3,1,Medium,1,0,0,0
7180,20,Female,11,5.7,1,60,,9,89,73,5,81,83.2,89.3,9,9.8,-9.1,5.9,3.9,1.8,4,69.8,1,Medium,0,0,0,0
7181,15,Other,12,1.4,1,178,Exam Prep,3,50,105,10,46,65.1,90.6,6,9.4,10.2,4.3,4.6,3.3,9,53.3,1,Medium,1,0,0,1
